,isolate,host,isolation_source,collection_date,env_broad_scale,env_local_scale,env_medium,geo_loc_name,lat_lon,source_uvig,virus_enrich_appr,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,collected_by,sequenced_by,BioSampleModel,experiment_id,SRA_id
SRR23055926,wastewater,SARS-CoV-2,environmental,2022-01-18,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Chikkabanavara",13.3959 N 76.1914 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055926,SRX19009532
SRR23055927,wastewater,SARS-CoV-2,environmental,2022-01-18,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Bellandur Amani kere",12.9436 N 77.7209 E,viral single amplified genome (vSAG),ultracentrifugation,900000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055927,SRX19009531
SRR23055928,wastewater,SARS-CoV-2,environmental,2022-01-18,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Sarakki",12.8994 N 77.5799 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055928,SRX19009530
SRR23055933,wastewater,SARS-CoV-2,environmental,2022-01-17,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Halasuru",12.9817 N 77.6284 E,viral single amplified genome (vSAG),ultracentrifugation,20000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055933,SRX19009525
SRR23055936,wastewater,SARS-CoV-2,environmental,2022-01-17,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kadabeesanahalli Ph-I",12.9394 N 77.6952 E,viral single amplified genome (vSAG),ultracentrifugation,500000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055936,SRX19009522
SRR23055935,wastewater,SARS-CoV-2,environmental,2022-01-17,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 1 (248MLD)",12.942076 N 77.654299 E,viral single amplified genome (vSAG),ultracentrifugation,2480000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055935,SRX19009523
SRR23055934,wastewater,SARS-CoV-2,environmental,2022-01-17,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 2 (60MLD)",12.940295 N 77.65492 E,viral single amplified genome (vSAG),ultracentrifugation,600000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055934,SRX19009524
SRR23055932,wastewater,SARS-CoV-2,environmental,2022-01-17,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Lalbagh",12.9507 N 77.5848 E,viral single amplified genome (vSAG),ultracentrifugation,15000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055932,SRX19009526
SRR23055931,wastewater,SARS-CoV-2,environmental,2022-01-17,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Cubbon Park",12.9779 N 77.5952 E,viral single amplified genome (vSAG),ultracentrifugation,40000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055931,SRX19009527
SRR23055938,wastewater,SARS-CoV-2,environmental,2022-01-14,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Chikkabegur",12.8867 N 77.6386 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055938,SRX19009520
SRR23055943,wastewater,SARS-CoV-2,environmental,2022-01-14,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Doddabelee 2 (40MLD)",12.8900 N 77.4726 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055943,SRX19009515
SRR23055942,wastewater,SARS-CoV-2,environmental,2022-01-14,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,V. Valley",12.9358 N 77.5206 E,viral single amplified genome (vSAG),ultracentrifugation,1800000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055942,SRX19009516
SRR23055941,wastewater,SARS-CoV-2,environmental,2022-01-14,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Rajacanal",13.046082 N 77.646433 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055941,SRX19009517
SRR23055937,wastewater,SARS-CoV-2,environmental,2022-01-14,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Agaram",12.9580 N 77.6308 E,viral single amplified genome (vSAG),ultracentrifugation,350000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055937,SRX19009521
SRR23055939,wastewater,SARS-CoV-2,environmental,2022-01-14,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Mailasandra Ph-I",12.9178 N 77.4943 E,viral single amplified genome (vSAG),ultracentrifugation,750000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055939,SRX19009519
SRR23055947,wastewater,SARS-CoV-2,environmental,2022-01-13,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Horamavu Agara",13.0411 N 77.6622 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055947,SRX19009511
SRR23055945,wastewater,SARS-CoV-2,environmental,2022-01-13,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Hebbal",13.0354 N 77.5988 E,viral single amplified genome (vSAG),ultracentrifugation,1000000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055945,SRX19009513
SRR23055944,wastewater,SARS-CoV-2,environmental,2022-01-13,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kempambudhi",12.9518 N 77.5602 E,viral single amplified genome (vSAG),ultracentrifugation,10000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055944,SRX19009514
SRR23055946,wastewater,SARS-CoV-2,environmental,2022-01-13,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Jakkur",13.0631 N 77.6207 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055946,SRX19009512
SRR23055985,wastewater,SARS-CoV-2,environmental,2022-01-13,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kadugodi",12.9908 N 77.7608 E,viral single amplified genome (vSAG),ultracentrifugation,60000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055985,SRX19009473
SRR23055949,wastewater,SARS-CoV-2,environmental,2022-01-13,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yele Mallappa Chetti Kere",13.021769 N 77.719837 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055949,SRX19009509
SRR23055948,wastewater,SARS-CoV-2,environmental,2022-01-13,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K R Puram",13.0170 N 77.7044 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055948,SRX19009510
SRR23056083,wastewater,SARS-CoV-2,environmental,2022-01-11,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Hulimavu",12.8718 N 77.6022 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056083,SRX19009375
SRR23056094,wastewater,SARS-CoV-2,environmental,2022-01-11,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Sarakki",12.8994 N 77.5799 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056094,SRX19009364
SRR23056008,wastewater,SARS-CoV-2,environmental,2022-01-11,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Bellandur Amani kere",12.9436 N 77.7209 E,viral single amplified genome (vSAG),ultracentrifugation,900000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056008,SRX19009450
SRR23055997,wastewater,SARS-CoV-2,environmental,2022-01-11,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Chikkabanavara",13.3959 N 76.1914 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055997,SRX19009461
SRR23055976,wastewater,SARS-CoV-2,environmental,2022-01-10,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 1 (248MLD)",12.942076 N 77.654299 E,viral single amplified genome (vSAG),ultracentrifugation,2480000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055976,SRX19009481
SRR23055965,wastewater,SARS-CoV-2,environmental,2022-01-10,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Halasuru",12.9817 N 77.6284 E,viral single amplified genome (vSAG),ultracentrifugation,20000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055965,SRX19009492
SRR23056105,wastewater,SARS-CoV-2,environmental,2022-01-10,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Cubbon Park",12.9779 N 77.5952 E,viral single amplified genome (vSAG),ultracentrifugation,40000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056105,SRX19009353
SRR23055954,wastewater,SARS-CoV-2,environmental,2022-01-10,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Lalbagh",12.9507 N 77.5848 E,viral single amplified genome (vSAG),ultracentrifugation,15000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055954,SRX19009503
SRR23055950,wastewater,SARS-CoV-2,environmental,2022-01-07,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Rajacanal",13.046082 N 77.646433 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055950,SRX19009508
SRR23056221,wastewater,SARS-CoV-2,environmental,2022-01-07,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Rajacanal_1",13.046082 N 77.646433 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056221,SRX19009237
SRR23056222,wastewater,SARS-CoV-2,environmental,2022-01-07,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Agaram",12.9580 N 77.6308 E,viral single amplified genome (vSAG),ultracentrifugation,350000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056222,SRX19009236
SRR23056021,wastewater,SARS-CoV-2,environmental,2022-01-07,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kempambudhi_1",12.9518 N 77.5602 E,viral single amplified genome (vSAG),ultracentrifugation,10000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056021,SRX19009437
SRR23056032,wastewater,SARS-CoV-2,environmental,2022-01-07,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Horamavu Agara_1",13.0411 N 77.6622 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056032,SRX19009426
SRR23056001,wastewater,SARS-CoV-2,environmental,2022-01-07,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kempambudhi",12.9518 N 77.5602 E,viral single amplified genome (vSAG),ultracentrifugation,10000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056001,SRX19009457
SRR23056000,wastewater,SARS-CoV-2,environmental,2022-01-07,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Horamavu Agara",13.0411 N 77.6622 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056000,SRX19009458
SRR23056164,wastewater,SARS-CoV-2,environmental,2022-01-06,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Doddabelee 2 (40MLD)_1",12.8900 N 77.4726 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056164,SRX19009294
SRR23055998,wastewater,SARS-CoV-2,environmental,2022-01-06,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Doddabelee 2 (40MLD)",12.8900 N 77.4726 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055998,SRX19009460
SRR23055940,wastewater,SARS-CoV-2,environmental,2022-01-06,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kengeri_1",12.8997 N 77.4827 E,viral single amplified genome (vSAG),ultracentrifugation,600000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055940,SRX19009518
SRR23056033,wastewater,SARS-CoV-2,environmental,2022-01-06,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Chikkabegur_1",12.8867 N 77.6386 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056033,SRX19009425
SRR23055999,wastewater,SARS-CoV-2,environmental,2022-01-06,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Mailasandra Ph-I_1",12.9178 N 77.4943 E,viral single amplified genome (vSAG),ultracentrifugation,750000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055999,SRX19009459
SRR23055987,wastewater,SARS-CoV-2,environmental,2022-01-06,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kengeri",12.8997 N 77.4827 E,viral single amplified genome (vSAG),ultracentrifugation,600000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055987,SRX19009471
SRR23055986,wastewater,SARS-CoV-2,environmental,2022-01-06,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Mallathahalli",12.9620 N 77.4980 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055986,SRX19009472
SRR23055951,wastewater,SARS-CoV-2,environmental,2022-01-06,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Chikkabegur",12.8867 N 77.6386 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055951,SRX19009507
SRR23055983,wastewater,SARS-CoV-2,environmental,2022-01-06,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Mallathahalli_1",12.9620 N 77.4980 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055983,SRX19009474
SRR23056044,wastewater,SARS-CoV-2,environmental,2022-01-06,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Mailasandra Ph-I",12.9178 N 77.4943 E,viral single amplified genome (vSAG),ultracentrifugation,750000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056044,SRX19009414
SRR23056175,wastewater,SARS-CoV-2,environmental,2022-01-05,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Hebbal_1",13.0354 N 77.5988 E,viral single amplified genome (vSAG),ultracentrifugation,1000000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056175,SRX19009283
SRR23056080,wastewater,SARS-CoV-2,environmental,2022-01-05,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K R Puram_1",13.0170 N 77.7044 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056080,SRX19009379
SRR23056151,wastewater,SARS-CoV-2,environmental,2022-01-05,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yele Mallappa Chetti Kere",13.021769 N 77.719837 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056151,SRX19009308
SRR23055929,wastewater,SARS-CoV-2,environmental,2022-01-05,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yelahanka Ph-I",13.1155 N 77.6070 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055929,SRX19009529
SRR23055988,wastewater,SARS-CoV-2,environmental,2022-01-05,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K R Puram",13.0170 N 77.7044 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055988,SRX19009470
SRR23055995,wastewater,SARS-CoV-2,environmental,2022-01-05,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Jakkur",13.0631 N 77.6207 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055995,SRX19009463
SRR23055996,wastewater,SARS-CoV-2,environmental,2022-01-05,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Hebbal",13.0354 N 77.5988 E,viral single amplified genome (vSAG),ultracentrifugation,1000000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055996,SRX19009462
SRR23056186,wastewater,SARS-CoV-2,environmental,2022-01-05,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Jakkur_1",13.0631 N 77.6207 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056186,SRX19009272
SRR23056152,wastewater,SARS-CoV-2,environmental,2022-01-04,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Nagasandra Ph-I",13.0395 N 77.5000 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056152,SRX19009307
SRR23056120,wastewater,SARS-CoV-2,environmental,2022-01-04,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Nagasandra",13.0395 N 77.5000 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056120,SRX19009338
SRR23056131,wastewater,SARS-CoV-2,environmental,2022-01-04,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Bellandur Amani kere_1",12.9436 N 77.7209 E,viral single amplified genome (vSAG),ultracentrifugation,900000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056131,SRX19009327
