,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,geo_loc_name,isolation_source,collected_by,purpose_of_ww_sampling,ww_sample_site,ww_population,ww_surv_jurisdiction,ww_sample_matrix,ww_sample_type,ww_sample_duration,ww_surv_system_sample_id,ww_processing_protocol,concentration_method,extraction_method,ww_surv_target_1,ww_surv_target_1_known_present,sequenced_by,BioSampleModel,amplicon_PCR_primer_scheme,sample,fasta_file,collection_site_id,ww_population_source,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,isolate,host,env_broad_scale,env_local_scale,env_medium,lat_lon,source_uvig,virus_enrich_appr,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,ww_primary_sludge_retention_time,geo_loc_ENA,site id
SRR25726249,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726249,SRX21450545,USA: Colorado,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,7300.0,co,raw wastewater,composite,24,10677.D,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,hxiBhJgnoQhM
SRR25726392,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726392,SRX21450402,USA: California,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,6500.0,ca,raw wastewater,grab,0,11066.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,2pBtc8bFyQpF
SRR25726308,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726308,SRX21450486,USA: Virginia,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,20000.0,va,post grit removal,composite,24,8004.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TKHpibLFDeR5
SRR25726316,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726316,SRX21450478,USA: Louisiana,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,262326.0,la,raw wastewater,composite,24,9321.B,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,UNEPgrpFU6W4
SRR25726391,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726391,SRX21450403,USA: Texas,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,1800,tx,raw wastewater,grab,0,10894.Z,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,X7jj8uBKXRim
SRR25726451,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726451,SRX21450343,USA: Puerto Rico,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,64948.0,pr,raw wastewater,grab,0,9424.AQ,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,MDL4g7G6vvmu
SRR25726285,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726285,SRX21450509,USA: Alaska,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,20000.0,ak,raw wastewater,composite,24,8174.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,8tf8APoF2Jrs
SRR25726344,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726344,SRX21450450,USA: Florida,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,100000.0,fl,raw wastewater,composite,23,11016.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ZnMHhewg5CWH
SRR25726373,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726373,SRX21450421,USA: Arkansas,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,5500.0,ar,raw wastewater,grab,0,10912.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,iYJRiu7mdhoz
SRR25726412,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726412,SRX21450382,USA: California,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,60000.0,ca,raw wastewater,composite,24,11156.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,i465Qzwb2ok2
SRR25726301,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726301,SRX21450493,USA: Indiana,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,36000.0,in,post grit removal,composite,24,8920.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,KzvJ25EJpTBr
SRR25726247,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726247,SRX21450547,USA: California,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,494300.0,ca,raw wastewater,composite,24,10966.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,BrAZM4axQAPQ
SRR25726345,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726345,SRX21450449,USA: Louisiana,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,389000.0,la,post grit removal,composite,24,9020.N,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,QHPNUcHR95tM
SRR25726446,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726446,SRX21450348,USA: Maine,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,17000.0,me,post grit removal,composite,23,10900.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,BZdCU5DXBWy3
SRR25726329,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726329,SRX21450465,USA: Florida,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,300000.0,fl,post grit removal,composite,23,9337.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,2UiDemUQ4Q3Y
SRR25726408,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726408,SRX21450386,USA: Maryland,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,90000.0,md,raw wastewater,composite,23,10679.D,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,WpDXdJu8H4Gg
SRR25726322,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726322,SRX21450472,USA: California,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,15000.0,ca,raw wastewater,composite,24,11187.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ShdqDa8Nk5JM
SRR25726231,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726231,SRX21450563,USA: Tennessee,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,300000.0,tn,raw wastewater,composite,18,10394.I,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,9kgZKc4FoimF
SRR25726289,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726289,SRX21450505,USA: Kansas,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,90000.0,ks,raw wastewater,composite,24,10754.H,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,SQy5tDh7LqQU
SRR25726415,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726415,SRX21450379,USA: California,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,59000.0,ca,raw wastewater,composite,24,10734.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,h6jrB2PSixi5
SRR25726313,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726313,SRX21450481,USA: North Dakota,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,67000.0,nd,raw wastewater,composite,24,11174.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,fxnGZ5HVHYQQ
SRR25726232,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726232,SRX21450562,USA: Montana,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,68015.0,mt,raw wastewater,composite,24,10742.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,bLRFSVcdmoGZ
SRR25726370,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726370,SRX21450424,USA: Texas,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,350,tx,raw wastewater,grab,0,10894.AJ,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,bqH5sTzdcQkr
SRR25726321,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726321,SRX21450473,USA: Tennessee,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,300000.0,tn,raw wastewater,composite,18,10394.K,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,9kgZKc4FoimF
SRR25724521,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25724521,SRX21448626,USA: Pennsylvania,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,85000.0,pa,post grit removal,composite,23,6397.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,NWQc6ddcusmV
SRR25757789,,,,,,,,,,2023-08-14,,,,,,,,,,GenomeTrakr; LFFM ww project,4PB00101_08142023,,,,,,SRR25757789,SRX21480661,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,2400,oh,raw wastewater,composite,24,4PB00101_08142023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0025321,utility provided information,bcov vaccine,24210.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,423966.1198,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025321
SRR25726287,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726287,SRX21450507,USA: New Mexico,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,650000.0,nm,raw wastewater,grab,0,7915.D,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,C5bGFzT7QnPe
SRR25726350,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726350,SRX21450444,USA: Mississippi,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,27662.0,ms,raw wastewater,composite,25,10980.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,m5DKji65mKvg
SRR25726296,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726296,SRX21450498,USA: Alaska,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,200000.0,ak,raw wastewater,composite,24,11084.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,mtzqHeoqawrG
SRR25726436,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726436,SRX21450358,USA: Massachusetts,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,3000.0,ma,raw wastewater,composite,24,10984.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,iZGb65mxh9p9
SRR25726445,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726445,SRX21450349,USA: Maryland,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,11000.0,md,raw wastewater,composite,24,7945.H,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TH63odD37aZr
SRR25726297,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726297,SRX21450497,USA: Vermont,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,15000.0,vt,raw wastewater,composite,24,11106.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TWfiRwua8wXS
SRR25726368,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726368,SRX21450342,USA: Florida,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,85700.0,fl,post grit removal,composite,24,8318.D,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,UFchzcbngTmd
SRR25726281,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726281,SRX21450513,USA: Alabama,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,3000.0,al,raw wastewater,grab,0,7909.B,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,AHtdNpb43gyC
SRR25726453,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726453,SRX21450341,USA: New Hampshire,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,25000.0,nh,raw wastewater,grab,0,10717.D,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ftztdAe844dd
SRR25726443,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726443,SRX21450351,USA: Virginia,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,9340.0,va,raw wastewater,grab,0,10876.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,hVaoFCCDtXaS
SRR25726407,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726407,SRX21450387,USA: Texas,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,89600.0,tx,post grit removal,composite,24,11012.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6UzeAt4xSMHA
SRR25726355,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726355,SRX21450439,USA: Hawaii,wastewater,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,3000.0,hi,raw wastewater,grab,0,8577.P,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,AFDEdkPYLpGB
