,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id
ERR9862685,2022-06-20,2022-06-20,SAMEA110150204,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_05_03,2021-05-03,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_05_03,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862685,ERX9407763
ERR9862370,2022-06-20,2022-06-20,SAMEA110149889,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,05_2021_05_03,2021-05-03,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_05_03,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862370,ERX9407448
ERR9862598,2022-06-20,2022-06-20,SAMEA110150117,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,17_2021_05_02,2021-05-02,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_05_02,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862598,ERX9407676
ERR9862684,2022-06-20,2022-06-20,SAMEA110150203,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_05_02,2021-05-02,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_05_02,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862684,ERX9407762
ERR9862770,2022-06-20,2022-06-20,SAMEA110150289,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,25_2021_05_02,2021-05-02,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_05_02,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862770,ERX9407848
ERR9862517,2022-06-20,2022-06-20,SAMEA110150036,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,12_2021_05_02,2021-05-02,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_05_02,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862517,ERX9407595
ERR9862444,2022-06-20,2022-06-20,SAMEA110149963,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,10_2021_05_02,2021-05-02,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_05_02,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862444,ERX9407522
ERR9862369,2022-06-20,2022-06-20,SAMEA110149888,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,05_2021_05_02,2021-05-02,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_05_02,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862369,ERX9407447
ERR9862597,2022-06-20,2022-06-20,SAMEA110150116,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,17_2021_05_01,2021-05-01,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_05_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862597,ERX9407675
ERR9862769,2022-06-20,2022-06-20,SAMEA110150288,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,25_2021_05_01,2021-05-01,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_05_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862769,ERX9407847
ERR9862443,2022-06-20,2022-06-20,SAMEA110149962,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,10_2021_05_01,2021-05-01,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_05_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862443,ERX9407521
ERR9862368,2022-06-20,2022-06-20,SAMEA110149887,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,05_2021_05_01,2021-05-01,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_05_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862368,ERX9407446
ERR9862516,2022-06-20,2022-06-20,SAMEA110150035,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,12_2021_05_01,2021-05-01,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_05_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862516,ERX9407594
ERR9862683,2022-06-20,2022-06-20,SAMEA110150202,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_05_01,2021-05-01,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_05_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862683,ERX9407761
ERR9862596,2022-06-20,2022-06-20,SAMEA110150115,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,17_2021_04_30,2021-04-30,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862596,ERX9407674
ERR9862442,2022-06-20,2022-06-20,SAMEA110149961,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,10_2021_04_30,2021-04-30,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862442,ERX9407520
ERR9862515,2022-06-20,2022-06-20,SAMEA110150034,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,12_2021_04_30,2021-04-30,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862515,ERX9407593
ERR9862682,2022-06-20,2022-06-20,SAMEA110150201,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_04_30,2021-04-30,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862682,ERX9407760
ERR9862768,2022-06-20,2022-06-20,SAMEA110150287,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,25_2021_04_30,2021-04-30,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862768,ERX9407846
ERR9862367,2022-06-20,2022-06-20,SAMEA110149886,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,05_2021_04_30,2021-04-30,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_30,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862367,ERX9407445
ERR9862595,2022-06-20,2022-06-20,SAMEA110150114,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,17_2021_04_29,2021-04-29,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862595,ERX9407673
ERR9862514,2022-06-20,2022-06-20,SAMEA110150033,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,12_2021_04_29,2021-04-29,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862514,ERX9407592
ERR9862366,2022-06-20,2022-06-20,SAMEA110149885,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,05_2021_04_29,2021-04-29,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862366,ERX9407444
ERR9862441,2022-06-20,2022-06-20,SAMEA110149960,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,10_2021_04_29,2021-04-29,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862441,ERX9407519
ERR9862681,2022-06-20,2022-06-20,SAMEA110150200,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_04_29,2021-04-29,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862681,ERX9407759
ERR9862767,2022-06-20,2022-06-20,SAMEA110150286,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,25_2021_04_29,2021-04-29,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_29,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862767,ERX9407845
ERR9862365,2022-06-20,2022-06-20,SAMEA110149884,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,05_2021_04_28,2021-04-28,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862365,ERX9407443
ERR9862766,2022-06-20,2023-03-08,SAMEA110150285,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,25_2021_04_28,2021-04-28,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862766,ERX9407844
ERR9862440,2022-06-20,2022-06-20,SAMEA110149959,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,10_2021_04_28,2021-04-28,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862440,ERX9407518
ERR9862594,2022-06-20,2022-06-20,SAMEA110150113,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,17_2021_04_28,2021-04-28,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862594,ERX9407672
ERR9862513,2022-06-20,2022-06-20,SAMEA110150032,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,12_2021_04_28,2021-04-28,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862513,ERX9407591
ERR9862680,2022-06-20,2022-06-20,SAMEA110150199,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_04_28,2021-04-28,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862680,ERX9407758
ERR9862512,2022-06-20,2022-06-20,SAMEA110150031,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T20:18:13Z,2022-06-20T20:18:13Z,public,12_2021_04_27,2021-04-27,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862512,ERX9407590
ERR9862593,2022-06-20,2022-06-20,SAMEA110150112,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,17_2021_04_27,2021-04-27,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862593,ERX9407671
ERR9862364,2022-06-20,2022-06-20,SAMEA110149883,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,05_2021_04_27,2021-04-27,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862364,ERX9407442
ERR9862679,2022-06-20,2022-06-20,SAMEA110150198,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_04_27,2021-04-27,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862679,ERX9407757
ERR9862439,2022-06-20,2022-06-20,SAMEA110149958,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,10_2021_04_27,2021-04-27,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862439,ERX9407517
ERR9862765,2022-06-20,2022-09-27,SAMEA110150284,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,25_2021_04_27,2021-04-27,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862765,ERX9407843
ERR9862592,2022-06-20,2022-06-20,SAMEA110150111,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,17_2021_04_26,2021-04-26,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862592,ERX9407670
ERR9862764,2022-06-20,2022-06-20,SAMEA110150283,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,25_2021_04_26,2021-04-26,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862764,ERX9407842
ERR9862511,2022-06-20,2022-06-20,SAMEA110150030,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,12_2021_04_26,2021-04-26,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862511,ERX9407589
ERR9862363,2022-06-20,2022-06-20,SAMEA110149882,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,05_2021_04_26,2021-04-26,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862363,ERX9407441
ERR9862678,2022-06-20,2022-06-20,SAMEA110150197,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_04_26,2021-04-26,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862678,ERX9407756
ERR9862438,2022-06-20,2022-06-20,SAMEA110149957,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,10_2021_04_26,2021-04-26,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862438,ERX9407516
ERR9862763,2022-06-20,2022-06-20,SAMEA110150282,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,25_2021_04_25,2021-04-25,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_25,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862763,ERX9407841
ERR9862362,2022-06-20,2022-06-20,SAMEA110149881,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,05_2021_04_25,2021-04-25,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_25,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862362,ERX9407440
ERR9862677,2022-06-20,2022-06-20,SAMEA110150196,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_04_25,2021-04-25,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_25,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862677,ERX9407755
ERR9862591,2022-06-20,2022-06-20,SAMEA110150110,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:38Z,2022-06-20T04:17:38Z,public,17_2021_04_25,2021-04-25,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_25,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862591,ERX9407669
